clean_tweet,Volume,Polarity,target
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.77013418,0,36.6449416
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.45657217,0,-2.6449416
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.43089517,0,-58
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.068105,0,-3
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.30037085,0,-2
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.21196563,0,-46
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.03048,0,6
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.07108886,0,46
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.96356547,0,-53.742063
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.1272071,-0.077777778,-8.257937
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.69284347,0,-130
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.09688675,0,-40.80052389
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.15100389,0,1.80052389
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,7.90880146,0,58
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.99043249,0,43
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.537434,0,99
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.4779237,0,-3
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.52401461,0,-36
TOR Maple Leafs vs Winnipeg Jets Not sure how I feel about this one tonight,1.04597047,0,-72
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.572314,0,-1
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.00528,0.25,-30
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.12291403,0.136363636,-38
The price of Spaghetti alla Carbonara is 17 325 Satoshis or 0 00017325 BTC 1 BTC 63 435 80 USD 1 USD 1 576 Sat,0.8380911,0.136363636,21
Crypto highlights as of 2021 04 15 18 00 02 Bitcoin 63 411 10 1 22 Ethereum 2 498 36 3 52,0.7798,0.136363636,1
If you invested your 1 400 00 stimulus check on 03 16 21 when bitcoin was 55 805 70 your investment is now worth,0.01038505,0.136363636,45.57424736
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,0.14407269,0.136363636,-50.57424736
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,1.01619126,0.125454545,-18
RT Holochain futur of web Coinpedia believes that Holo s price can reach 0 70 by the end of the year and move further in Januar,1.22115353,-0.133333333,28
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.46723975,-0.133333333,-44
on the 04 15 2021 at 10 01 1BTC was worth 63361 00 Bitcoin Crypto BotcoinUSD Bitfinex,2.11629095,-0.133333333,10
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.31695754,-0.133333333,-31
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.41949629,-0.133333333,-43
The current price of bitcoin is 63 426 00 It has increased by 1 084 in the last 24 hours bitcoin btc cryptocurrency,5.24918629,0.136363636,23
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.2891697,0.136363636,-36
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.42156311,0.136363636,82
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.84551239,0.136363636,-31
RT Bitcoin just hit 60 000 00 USD,0.01917404,0.136363636,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.12434709,0.136363636,39.001079
BTC 1 551 16 110 80 ETH 1 970 11 140 72 ADA 2 004 43 143 17 BNB 2 899 39 207 10 DOGE 3 2,0.80558776,0.083333333,48.998921
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,0.0597062,-0.044444444,-35
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.3102815,0.138888889,-1
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.16914227,0.25,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.03917728,0.25,-36
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.65928272,0.25,67
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.92879721,0.25,23
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.71498158,0.25,-40.52064725
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.43681081,0.122222222,-47.47935275
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.37137878,0.5,98
RT DigiFinex will list and open trading Safebtc on Apr 15 2021 at 19 00 Trading pair SAFEBTC USDT Sa,1.38796174,0,26
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.90722051,0,-48.0086
Fri Apr 16 00 09 53 2021 25 36 USD 63 462 36 Wght 242 119 Blk 679 406 Size 1 369 6 Txs 2 535 Pool 55 462 81 6 MB bitcoin,0.33866279,0.3,-24.9914
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.09862,0,-16
Fri Apr 16 00 10 49 2021 0 56 USD 63 462 36 Wght 242 119 Blk 679 407 Size 1 176 3 Txs 1 397 Pool 54 185 80 7 MB bitcoin,0.07475362,0,-10
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,2.72191565,0,63
RT POKKET interest rate APY update Apr 15 1 Simple Savings Lending BTC 7 00 ETH 7 00 with 14 30 90 day durat,0.01325473,0,-10
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.88254529,0,104
Fri Apr 16 00 10 58 2021 0 09 USD 63 412 99 Wght 241 931 Blk 679 408 Size 1 141 5 Txs 1 327 Pool 53 064 79 9 MB bitcoin,0.94379639,0.136363636,34
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.30873842,0.136363636,33
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.61789374,0.136363636,-45
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.61362063,0.136363636,-40
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.32117761,0.136363636,-55
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.19350323,0.136363636,-61
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.03678692,0,-77
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.16533568,0,-41
Fri Apr 16 00 14 05 2021 3 07 USD 63 582 14 Wght 242 576 Blk 679 409 Size 1 199 1 Txs 2 449 Pool 51 376 79 3 MB bitcoin,5.75147706,0,-73
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.51359482,0,67
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.15946986,0,10
The current price of Bitcoin is 63420 00 The current price of BCash is 856 55 or 0 01350599 BTC The current pr,8.20258702,0,26
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,7.22726931,0,-91
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.464504,0,1
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,7.82729896,0,-46
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,10.00025331,0,-43
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.85165409,-0.125,-4
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.76765209,-0.125,31
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.54955401,-0.125,28
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,0.32398903,-0.125,-29
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.23502462,-0.125,17
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,18.22739468,0.116666667,37.19829384
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.78977946,0.136363636,-10.19829384
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.13871893,0.136363636,26
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.49665243,0.136363636,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,7.8476419,0.136363636,-32
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.18293468,0.136363636,-4
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.20670354,0.144242424,20
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.83060187,0.068181818,-71
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.52069161,-0.058712121,-65
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.59036905,0.4375,45.818642
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.18164535,0.4375,30.181358
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.45302045,0.4375,75.72806366
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.23902067,0.4375,4.27193634
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.83261183,0.4375,58.971968
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.60735478,0.386666667,-27.971968
Fri Apr 16 00 28 02 2021 13 57 USD 63 351 20 Wght 241 695 Blk 679 410 Size 1 391 8 Txs 2 439 Pool 52 190 79 7 MB bitcoin,0.62134876,0.107575758,17
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.68,0.301515152,11
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.55103158,0.136363636,-6
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.88367192,0,-41
Fri Apr 16 00 29 39 2021 1 37 USD 63 384 73 Wght 241 823 Blk 679 411 Size 1 394 3 Txs 2 396 Pool 50 190 78 9 MB bitcoin,0.06489954,0,-25
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.31442357,-0.208333333,35
RT DeriBot Daily Trading Report 13 04 2021 15 00 UTC Bitcoin Trading Robots Comparison Report Balance in BTC 0 0559 Bala,1.68787135,-0.208333333,-85.33696
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.48195534,0.136363636,-8.66304
Fri Apr 16 00 30 54 2021 1 15 USD 63 422 46 Wght 241 967 Blk 679 412 Size 1 331 8 Txs 2 185 Pool 48 498 78 1 MB bitcoin,12.60963108,0.136363636,-85
RT Doge Coin 1 00 0 50 0 25 0 10 0 05 0 01 doge dogecoin DogeDay dogetothemoon crypto bitcoin nft,2.75659853,-0.3125,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,9.48255858,-0.3125,79
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.39106818,-0.3125,-69
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.60118892,-0.3125,-50
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.74814664,-0.3125,103
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.75517014,0.045454545,-32
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,6.4885401,0.5,89
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,10.79347,0.136363636,3
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.55576246,0.136363636,-1
Fri Apr 16 00 40 25 2021 9 31 USD 63 420 83 Wght 241 961 Blk 679 413 Size 1 410 3 Txs 2 113 Pool 48 835 80 2 MB bitcoin,0.30125846,-0.133333333,7
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.48474614,-0.133333333,19
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.53427588,0.5,-15
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,21.49849393,0,-9
Fri Apr 16 00 41 36 2021 1 11 USD 63 406 24 Wght 241 905 Blk 679 414 Size 1 544 1 Txs 1 207 Pool 47 779 79 2 MB bitcoin,12.55136231,0,6
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.35510664,0.5,-90
Let s Invest Rs 50 000 in doge I m sure we re Millionaire im a few years But No We won t bc we will put Rs 20,1.57385403,0.5,-82
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.65809627,0.5,64
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.03127896,0.5,-51
Fri Apr 16 00 43 38 2021 2 02 USD 63 371 15 Wght 241 771 Blk 679 415 Size 1 262 0 Txs 1 525 Pool 46 710 78 5 MB bitcoin,22.00466232,0.5,7
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,12.3371964,0.136363636,97
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.36762433,0.136363636,9
EOS eosusdt EOSCO N coin binance Bitcoin elliot elliott Elliottwave ew EW EOS Usdt Usdc Coin,1.0101,0,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.8210056,0,41
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.9695604,0,-4
RT EOS eosusdt EOSCO N coin binance Bitcoin elliot elliott Elliottwave ew EW EOS Usdt Usdc Coin UPDAT,2.20183545,0,57
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.70970207,0,-19
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.04261778,0,18
RT Fast Bitcoin SV Giveaway I will give 33 in BSV to 1 person in 33 MINUTES Like Retweet amp Follow me BSV,0.44945192,0,-21
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.35057029,-0.077777778,28.24778
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.19609205,0.136363636,29.75222
What will happen first Doge 1 00 Or Bitcoin 100 000 cryptocurrency bitcoin doge dogecoin,0.16017583,0,-88
RT electronicCash BSV BSVTokens NFTs Cards Series Only Idea Concept Card Craig Is Satoshi NFT Theme History of Bitcoin Card,0.5103913,-0.121111111,49
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.72059193,-0.121111111,-33
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,5.04102154,0,-21
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.26120427,0,6
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.86964088,0,0
Fri Apr 16 00 57 31 2021 13 53 USD 63 366 28 Wght 241 752 Blk 679 416 Size 1 433 3 Txs 2 112 Pool 48 078 79 1 MB bitcoin,2.2755355,0,87
Fri Apr 16 00 59 07 2021 1 36 USD 63 363 02 Wght 241 740 Blk 679 417 Size 1 323 1 Txs 1 746 Pool 46 730 78 3 MB bitcoin,0.16280393,0,-21
The price of Spaghetti alla Carbonara is 17 348 Satoshis or 0 00017348 BTC 1 BTC 63 348 70 USD 1 USD 1 579 Sat,1.37201484,0,52
Fri Apr 16 00 59 55 2021 0 48 USD 63 347 47 Wght 241 681 Blk 679 418 Size 1 253 1 Txs 1 791 Pool 45 068 77 4 MB bitcoin,5.73681476,0,-9
on the 04 15 2021 at 11 00 1BTC was worth 63312 00 Bitcoin Crypto BotcoinUSD Bitfinex,0.04184495,0,-23
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,0.0182,0,-1
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.25,0,7
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.0604811,0,-45
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.47977439,0,-7.52681872
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,0.52098324,0,12.52681872
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,0.0696051,0,-2
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.078627,0,-22
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,8.13380605,0,-35
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,9.49185027,0.022727273,-53
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.18473247,0.136363636,0
The current price of bitcoin is 63 300 00 It has increased by 0 564 in the last 24 hours bitcoin btc cryptocurrency,2.81225187,0,15
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,0.39162749,0,-21
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,9.12836037,0,-10
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,2.97077,0,18
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,2.03808053,0,13
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,7.33616588,0,-67
RT Bitcoin is above 62 000 BTC is currently at 62 799 00 Today,1.71467635,0,9
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.8462853,0,-39
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.18741193,0,7
RT DeriBot Daily Trading Report 13 04 2021 15 00 UTC Bitcoin Trading Robots Comparison Report Balance in BTC 0 0559 Bala,2.85422863,0,19
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.38986369,0,2.25378637
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.2470958,0,14.74621363
The current price of Bitcoin is 63322 00 The current price of BCash is 869 06 or 0 01372446 BTC The current pr,0.98729441,0,32
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,3.54105994,0,29
I m discussing Bitcoin for beginners Tomorrow Apr 16 at 10 00 PM CDT on Join us,0.01485886,0,-19
FLMUSDT flm flamingo binance Bitcoin elliot elliott Elliottwave ew EW FLM Flamingo Finance Usdt Usdc C,2.35712419,0,61
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.03329093,0,4
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.07429914,0.3,-47
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.9674106,-0.133333333,-28
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.23963991,-0.133333333,67
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.11054693,-0.133333333,-2
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.12750722,0,-51
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.24993936,0,8
RT DigiFinex will list and open trading Safebtc on Apr 15 2021 at 19 00 Trading pair SAFEBTC USDT Sa,0.85685091,0,52
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.76389068,0,-33
RT com 3rd Anniversary Contest Guess Bitcoin price Guess what Bitcoin price will be on 9th April at 22 00 UTC You have time,1.1577046,0,50
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.11464969,0,-30.60617297
RT 100 in 24hrs Follow RT this amp Like RT his pin Bitcoin BNB,0.01,0,-23.02713708
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.34999107,0.136363636,-21.70823497
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.10986176,0.136363636,-35.65845498
I m so afraid to sell like any of the Doge I have because I know it s never gonna get bitcoin level but even if thi,0.3870727,0,-20
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,4.03440624,0,1
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,6.24249729,0,-25.04991648
RT DeriBot Daily Trading Report 13 04 2021 15 00 UTC Bitcoin Trading Robots Comparison Report Balance in BTC 0 0559 Bala,0.90652651,0,-23.95008352
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.31894072,0,-66
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.56328634,0,0
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,5.72931448,0,-96.77106
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.52427953,0,28.77106
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,2.7017137,0,88.36794615
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.81698875,0,-10.36794615
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,1.60517077,0,-4.15470625
RT Do you know MocktailSwap haves it s own Launchpad The first token will be on sale today MOK Token 17 00 UTC Tonig,2.26457259,0.2,20.15470625
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.2221,0.136363636,49.29156765
RT We are going to make history again Are you in 17 00 UTC Tonight Stay Tuned MocktailSwap,1.31819387,0.136363636,-93.50519754
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.52974673,0.136363636,-17.78637011
RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,9.64941639,0,-70
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,58.1586695,0,0.4917856
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.14270363,0.136363636,46.5082144
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.28041301,0.136363636,-14
RT New Listing BKEX will list DRYCAKE Trading pair DRYCAKE USDT Trading time 20 00 on Mar 29 UTC 8,0.42218317,0.136363636,66
RT Mofi will now be traded on Hotbit Hotbit listing announcement Trading function launches at 2,0.15278273,0,52
RT FLMUSDT flm flamingo binance Bitcoin elliot elliott Elliottwave ew EW FLM Flamingo Finance Usdt Usdc Coin,0.08347304,0,27
